date,continent,total_cases,total_deaths,reproduction_rate,total_tests,positive_rate,population,population_density,median_age,aged_65_older,life_expectancy
2020-07-13,Asia,11444.0,149.0,1.11,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-14,Asia,11444.0,149.0,1.07,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-15,Asia,12282.0,165.0,1.05,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-16,Asia,12498.0,167.0,1.02,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-17,Asia,13101.0,173.0,0.99,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-18,Asia,24606.0,900.0,0.95,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-19,Asia,27143.0,1037.0,0.92,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-20,Asia,27143.0,1037.0,0.88,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-21,Asia,28251.0,1079.0,0.86,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-22,Asia,28980.0,1111.0,0.83,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-23,Asia,31247.0,1211.0,0.81,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-24,Asia,31247.0,1211.0,0.79,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-25,Asia,32124.0,1249.0,0.77,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-26,Asia,32813.0,1277.0,0.75,,,6524191.0,32.333,26.3,4.489,71.45
2020-07-27,Asia,33296.0,1301.0,0.73,,,6524191.0,32.333,26.3,4.489,71.45
2020-03-24,Asia,2.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-25,Asia,3.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-26,Asia,6.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-27,Asia,6.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-28,Asia,8.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-29,Asia,8.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-30,Asia,8.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-03-31,Asia,9.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-01,Asia,10.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-02,Asia,10.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-03,Asia,10.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-04,Asia,10.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-05,Asia,11.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-06,Asia,12.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-07,Asia,14.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-08,Asia,15.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-09,Asia,16.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-10,Asia,16.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-11,Asia,18.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-12,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-13,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-14,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-15,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-16,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-17,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-18,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-19,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-20,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-21,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-22,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-23,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-24,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-25,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-26,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-27,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-28,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-29,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-04-30,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-01,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-02,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-03,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-04,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-05,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-06,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-07,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-08,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-09,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-10,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-11,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-12,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-13,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-14,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-15,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-16,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-17,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-18,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-19,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-20,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-21,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-22,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-23,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-24,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-25,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-26,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-27,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-28,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-29,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-30,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-05-31,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-01,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-02,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-03,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-04,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-05,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-06,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-07,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-08,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-09,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-10,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-11,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-12,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-13,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-14,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-15,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-16,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-17,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-18,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-19,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-20,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-21,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-22,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-23,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-24,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-25,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-26,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-27,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-28,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-29,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-06-30,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-01,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-02,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-03,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-04,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-05,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-06,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-07,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-08,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-09,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-10,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-11,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-12,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-13,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-14,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-15,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-16,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-17,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-18,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-19,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-20,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-21,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-22,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-23,Asia,19.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-24,Asia,20.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-25,Asia,20.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-26,Asia,20.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-07-27,Asia,20.0,,,,,7275556.0,29.715,24.4,4.029,67.92
2020-02-02,Europe,,,,,,1886202.0,31.212,43.9,19.754,75.29
2020-02-09,Europe,,,,,,1886202.0,31.212,43.9,19.754,75.29
2020-02-15,Europe,,,,,,1886202.0,31.212,43.9,19.754,75.29
2020-02-23,Europe,,,,,,1886202.0,31.212,43.9,19.754,75.29
2020-02-29,Europe,,,,116.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-01,Europe,,,,126.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-02,Europe,1.0,,,163.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-03,Europe,1.0,,,204.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-04,Europe,1.0,,,240.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-05,Europe,1.0,,,275.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-06,Europe,1.0,,,307.0,,1886202.0,31.212,43.9,19.754,75.29
2020-03-07,Europe,1.0,,,321.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-03-08,Europe,2.0,,,343.0,0.009,1886202.0,31.212,43.9,19.754,75.29
2020-03-09,Europe,6.0,,,391.0,0.022,1886202.0,31.212,43.9,19.754,75.29
2020-03-10,Europe,8.0,,,450.0,0.029,1886202.0,31.212,43.9,19.754,75.29
2020-03-11,Europe,10.0,,,497.0,0.035,1886202.0,31.212,43.9,19.754,75.29
2020-03-12,Europe,10.0,,,576.0,0.03,1886202.0,31.212,43.9,19.754,75.29
2020-03-13,Europe,17.0,,,703.0,0.04,1886202.0,31.212,43.9,19.754,75.29
2020-03-14,Europe,26.0,,,1019.0,0.036,1886202.0,31.212,43.9,19.754,75.29
2020-03-15,Europe,30.0,,,1353.0,0.028,1886202.0,31.212,43.9,19.754,75.29
2020-03-16,Europe,34.0,,,1704.0,0.021,1886202.0,31.212,43.9,19.754,75.29
2020-03-17,Europe,49.0,,,2199.0,0.023,1886202.0,31.212,43.9,19.754,75.29
2020-03-18,Europe,71.0,,,2954.0,0.025,1886202.0,31.212,43.9,19.754,75.29
2020-03-19,Europe,86.0,,,3674.0,0.025,1886202.0,31.212,43.9,19.754,75.29
2020-03-20,Europe,111.0,,,4373.0,0.026,1886202.0,31.212,43.9,19.754,75.29
2020-03-21,Europe,124.0,,1.26,5762.0,0.021,1886202.0,31.212,43.9,19.754,75.29
2020-03-22,Europe,139.0,,1.26,6573.0,0.021,1886202.0,31.212,43.9,19.754,75.29
2020-03-23,Europe,180.0,,1.26,7758.0,0.024,1886202.0,31.212,43.9,19.754,75.29
2020-03-24,Europe,197.0,,1.25,8645.0,0.023,1886202.0,31.212,43.9,19.754,75.29
2020-03-25,Europe,221.0,,1.23,9796.0,0.022,1886202.0,31.212,43.9,19.754,75.29
2020-03-26,Europe,244.0,,1.22,10613.0,0.023,1886202.0,31.212,43.9,19.754,75.29
2020-03-27,Europe,280.0,,1.2,11702.0,0.023,1886202.0,31.212,43.9,19.754,75.29
2020-03-28,Europe,305.0,,1.19,12748.0,0.026,1886202.0,31.212,43.9,19.754,75.29
2020-03-29,Europe,347.0,,1.17,13805.0,0.029,1886202.0,31.212,43.9,19.754,75.29
2020-03-30,Europe,376.0,,1.14,14307.0,0.03,1886202.0,31.212,43.9,19.754,75.29
2020-03-31,Europe,398.0,,1.11,14807.0,0.033,1886202.0,31.212,43.9,19.754,75.29
2020-04-01,Europe,446.0,,1.08,15810.0,0.037,1886202.0,31.212,43.9,19.754,75.29
2020-04-02,Europe,458.0,,1.05,16834.0,0.034,1886202.0,31.212,43.9,19.754,75.29
2020-04-03,Europe,493.0,1.0,1.02,18198.0,0.033,1886202.0,31.212,43.9,19.754,75.29
2020-04-04,Europe,509.0,1.0,0.99,19380.0,0.031,1886202.0,31.212,43.9,19.754,75.29
2020-04-05,Europe,533.0,1.0,0.97,20680.0,0.027,1886202.0,31.212,43.9,19.754,75.29
2020-04-06,Europe,542.0,1.0,0.94,21453.0,0.023,1886202.0,31.212,43.9,19.754,75.29
2020-04-07,Europe,548.0,2.0,0.93,22575.0,0.019,1886202.0,31.212,43.9,19.754,75.29
2020-04-08,Europe,577.0,2.0,0.92,24036.0,0.016,1886202.0,31.212,43.9,19.754,75.29
2020-04-09,Europe,589.0,3.0,0.9,25458.0,0.015,1886202.0,31.212,43.9,19.754,75.29
2020-04-10,Europe,612.0,3.0,0.89,26656.0,0.014,1886202.0,31.212,43.9,19.754,75.29
2020-04-11,Europe,630.0,3.0,0.88,27796.0,0.014,1886202.0,31.212,43.9,19.754,75.29
2020-04-12,Europe,651.0,5.0,0.87,28214.0,0.016,1886202.0,31.212,43.9,19.754,75.29
2020-04-13,Europe,655.0,5.0,0.86,28776.0,0.015,1886202.0,31.212,43.9,19.754,75.29
2020-04-14,Europe,657.0,5.0,0.85,29018.0,0.017,1886202.0,31.212,43.9,19.754,75.29
2020-04-15,Europe,666.0,5.0,0.85,29896.0,0.015,1886202.0,31.212,43.9,19.754,75.29
2020-04-16,Europe,675.0,5.0,0.86,31302.0,0.015,1886202.0,31.212,43.9,19.754,75.29
2020-04-17,Europe,682.0,5.0,0.87,32837.0,0.011,1886202.0,31.212,43.9,19.754,75.29
2020-04-18,Europe,712.0,5.0,0.89,34697.0,0.012,1886202.0,31.212,43.9,19.754,75.29
2020-04-19,Europe,727.0,5.0,0.89,35881.0,0.01,1886202.0,31.212,43.9,19.754,75.29
2020-04-20,Europe,739.0,5.0,0.89,36668.0,0.011,1886202.0,31.212,43.9,19.754,75.29
2020-04-21,Europe,748.0,9.0,0.88,37972.0,0.01,1886202.0,31.212,43.9,19.754,75.29
2020-04-22,Europe,761.0,11.0,0.88,39336.0,0.01,1886202.0,31.212,43.9,19.754,75.29
2020-04-23,Europe,778.0,11.0,0.88,41041.0,0.011,1886202.0,31.212,43.9,19.754,75.29
2020-04-24,Europe,784.0,12.0,0.87,43080.0,0.01,1886202.0,31.212,43.9,19.754,75.29
2020-04-25,Europe,804.0,12.0,0.88,45743.0,0.008,1886202.0,31.212,43.9,19.754,75.29
2020-04-26,Europe,812.0,12.0,0.87,47617.0,0.007,1886202.0,31.212,43.9,19.754,75.29
2020-04-27,Europe,818.0,13.0,0.87,49181.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-04-28,Europe,836.0,13.0,0.87,51561.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-04-29,Europe,849.0,15.0,0.87,54811.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-04-30,Europe,858.0,15.0,0.85,57886.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-01,Europe,870.0,16.0,0.85,61120.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-02,Europe,871.0,16.0,0.84,63102.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-03,Europe,879.0,16.0,0.85,64245.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-04,Europe,896.0,16.0,0.86,65464.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-05,Europe,896.0,17.0,0.85,66150.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-06,Europe,900.0,17.0,0.85,68627.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-07,Europe,909.0,18.0,0.86,71069.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-08,Europe,928.0,18.0,0.87,73016.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-09,Europe,930.0,18.0,0.87,75571.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-10,Europe,939.0,18.0,0.88,76592.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-11,Europe,946.0,18.0,0.88,77147.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-12,Europe,950.0,18.0,0.88,79047.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-13,Europe,951.0,19.0,0.88,81246.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-14,Europe,962.0,19.0,0.9,83275.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-15,Europe,970.0,19.0,0.91,85431.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-05-16,Europe,997.0,19.0,0.92,87377.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-05-17,Europe,1008.0,19.0,0.9,88405.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-05-18,Europe,1009.0,19.0,0.87,89123.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-19,Europe,1012.0,21.0,0.85,90968.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-20,Europe,1016.0,21.0,0.83,92751.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-05-21,Europe,1025.0,22.0,0.82,94621.0,0.006,1886202.0,31.212,43.9,19.754,75.29
2020-05-22,Europe,1030.0,22.0,0.81,96366.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-23,Europe,1046.0,22.0,0.81,97846.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-05-24,Europe,1047.0,22.0,0.78,99049.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-25,Europe,1049.0,22.0,0.77,99770.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-26,Europe,1053.0,22.0,0.75,101598.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-27,Europe,1057.0,23.0,0.73,103553.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-05-28,Europe,1061.0,24.0,0.72,105504.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-05-29,Europe,1064.0,24.0,0.72,106931.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-05-30,Europe,1065.0,24.0,0.71,108174.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-05-31,Europe,1066.0,24.0,0.72,109071.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-01,Europe,1066.0,24.0,0.74,109723.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-02,Europe,1071.0,24.0,0.75,111404.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-03,Europe,1079.0,24.0,0.76,112965.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-04,Europe,1082.0,25.0,0.74,114451.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-05,Europe,1085.0,25.0,0.74,115461.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-06,Europe,1086.0,25.0,0.73,116535.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-06-07,Europe,1088.0,25.0,0.73,117660.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-06-08,Europe,1088.0,26.0,0.74,118322.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-06-09,Europe,1089.0,26.0,0.74,120052.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-06-10,Europe,1092.0,26.0,0.75,121783.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-11,Europe,1094.0,26.0,0.76,123364.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-12,Europe,1096.0,27.0,0.77,124662.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-13,Europe,1097.0,28.0,0.78,126054.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-14,Europe,1097.0,28.0,0.8,127450.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-15,Europe,1097.0,28.0,0.83,128145.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-16,Europe,1098.0,28.0,0.86,129836.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-17,Europe,1104.0,30.0,0.9,131646.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-18,Europe,1108.0,30.0,0.9,133557.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-19,Europe,1110.0,30.0,0.88,134881.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-20,Europe,1111.0,30.0,0.87,136567.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-21,Europe,1111.0,30.0,0.87,137861.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-22,Europe,1111.0,30.0,0.88,139024.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-23,Europe,1111.0,30.0,0.89,140437.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-24,Europe,1111.0,30.0,0.91,141713.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-25,Europe,1111.0,30.0,0.95,142794.0,0.0,1886202.0,31.212,43.9,19.754,75.29
2020-06-26,Europe,1112.0,30.0,1.02,145086.0,0.0,1886202.0,31.212,43.9,19.754,75.29
2020-06-27,Europe,1115.0,30.0,1.08,146874.0,0.0,1886202.0,31.212,43.9,19.754,75.29
2020-06-28,Europe,1116.0,30.0,1.11,147916.0,0.0,1886202.0,31.212,43.9,19.754,75.29
2020-06-29,Europe,1117.0,30.0,1.15,148777.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-06-30,Europe,1118.0,30.0,1.18,150837.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-01,Europe,1121.0,30.0,1.22,152778.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-02,Europe,1122.0,30.0,1.25,154494.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-03,Europe,1122.0,30.0,1.29,155599.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-04,Europe,1123.0,30.0,1.35,156784.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-05,Europe,1124.0,30.0,1.42,157826.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-06,Europe,1127.0,30.0,1.49,158518.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-07,Europe,1134.0,30.0,1.54,160281.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-08,Europe,1141.0,30.0,1.54,162054.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-09,Europe,1154.0,30.0,1.52,163769.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-07-10,Europe,1165.0,30.0,1.47,165610.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-07-11,Europe,1173.0,30.0,1.39,167480.0,0.005,1886202.0,31.212,43.9,19.754,75.29
2020-07-12,Europe,1173.0,30.0,1.32,168947.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-07-13,Europe,1174.0,31.0,1.27,169943.0,0.004,1886202.0,31.212,43.9,19.754,75.29
2020-07-14,Europe,1174.0,31.0,1.22,172078.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-07-15,Europe,1178.0,31.0,1.19,174057.0,0.003,1886202.0,31.212,43.9,19.754,75.29
2020-07-16,Europe,1179.0,31.0,1.17,175696.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-17,Europe,1185.0,31.0,1.17,177885.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-18,Europe,1189.0,31.0,1.15,179636.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-19,Europe,1192.0,31.0,1.14,180928.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-20,Europe,1192.0,31.0,1.14,182225.0,0.001,1886202.0,31.212,43.9,19.754,75.29
2020-07-21,Europe,1193.0,31.0,1.14,183610.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-22,Europe,1197.0,31.0,1.15,185223.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-23,Europe,1203.0,31.0,1.16,186975.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-24,Europe,1205.0,31.0,1.17,188485.0,0.002,1886202.0,31.212,43.9,19.754,75.29
2020-07-25,Europe,1206.0,31.0,1.18,189725.0,0.002,1886202.0,31.212,43.9,19.754,75.29
