date,continent,total_cases,total_deaths,reproduction_rate,total_tests,positive_rate,population,population_density,median_age,aged_65_older,life_expectancy
2020-02-24,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-25,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-26,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-27,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-28,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-29,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-01,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-02,Asia,1.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-03,Asia,2.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-04,Asia,4.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-05,Asia,4.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-06,Asia,4.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-07,Asia,4.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-08,Asia,5.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-09,Asia,7.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-10,Asia,8.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-11,Asia,11.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-12,Asia,12.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-13,Asia,13.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-14,Asia,15.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-15,Asia,16.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-16,Asia,18.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-17,Asia,20.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-18,Asia,24.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-19,Asia,25.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-20,Asia,29.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-21,Asia,30.0,,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-22,Asia,34.0,1.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-23,Asia,41.0,1.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-24,Asia,43.0,1.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-25,Asia,76.0,2.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-26,Asia,80.0,3.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-27,Asia,91.0,3.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-28,Asia,107.0,4.0,,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-29,Asia,118.0,4.0,1.46,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-30,Asia,146.0,4.0,1.47,,,38928341.0,54.422,18.6,2.581,64.83
2020-03-31,Asia,175.0,4.0,1.47,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-01,Asia,197.0,4.0,1.47,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-02,Asia,240.0,4.0,1.47,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-03,Asia,275.0,8.0,1.46,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-04,Asia,300.0,10.0,1.45,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-05,Asia,338.0,12.0,1.44,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-06,Asia,368.0,15.0,1.42,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-07,Asia,424.0,16.0,1.41,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-08,Asia,445.0,16.0,1.4,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-09,Asia,485.0,17.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-10,Asia,532.0,18.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-11,Asia,556.0,18.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-12,Asia,608.0,19.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-13,Asia,666.0,22.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-14,Asia,715.0,23.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-15,Asia,785.0,29.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-16,Asia,841.0,30.0,1.38,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-17,Asia,907.0,30.0,1.37,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-18,Asia,934.0,30.0,1.37,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-19,Asia,997.0,33.0,1.38,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-20,Asia,1027.0,36.0,1.38,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-21,Asia,1093.0,36.0,1.41,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-22,Asia,1177.0,40.0,1.44,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-23,Asia,1236.0,40.0,1.46,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-24,Asia,1331.0,43.0,1.49,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-25,Asia,1464.0,47.0,1.51,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-26,Asia,1532.0,52.0,1.52,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-27,Asia,1704.0,58.0,1.53,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-28,Asia,1830.0,59.0,1.53,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-29,Asia,1940.0,61.0,1.53,,,38928341.0,54.422,18.6,2.581,64.83
2020-04-30,Asia,2127.0,64.0,1.53,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-01,Asia,2291.0,68.0,1.53,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-02,Asia,2470.0,72.0,1.52,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-03,Asia,2705.0,85.0,1.52,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-04,Asia,2895.0,90.0,1.5,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-05,Asia,3225.0,95.0,1.49,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-06,Asia,3393.0,104.0,1.46,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-07,Asia,3564.0,106.0,1.45,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-08,Asia,3781.0,109.0,1.44,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-09,Asia,4042.0,115.0,1.44,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-10,Asia,4403.0,120.0,1.44,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-11,Asia,4687.0,122.0,1.43,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-12,Asia,4968.0,127.0,1.41,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-13,Asia,5227.0,132.0,1.41,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-14,Asia,5640.0,136.0,1.41,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-15,Asia,6054.0,153.0,1.4,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-16,Asia,6403.0,168.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-17,Asia,6665.0,170.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-18,Asia,7073.0,173.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-19,Asia,7654.0,178.0,1.39,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-20,Asia,8146.0,188.0,1.38,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-21,Asia,8677.0,194.0,1.37,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-22,Asia,9219.0,206.0,1.36,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-23,Asia,10001.0,217.0,1.35,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-24,Asia,10585.0,219.0,1.33,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-25,Asia,11176.0,220.0,1.31,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-26,Asia,11834.0,221.0,1.29,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-27,Asia,12459.0,228.0,1.27,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-28,Asia,13039.0,236.0,1.25,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-29,Asia,13662.0,247.0,1.23,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-30,Asia,14528.0,250.0,1.22,,,38928341.0,54.422,18.6,2.581,64.83
2020-05-31,Asia,15208.0,258.0,1.2,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-01,Asia,15753.0,266.0,1.18,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-02,Asia,16512.0,274.0,1.16,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-03,Asia,17270.0,298.0,1.14,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-04,Asia,18057.0,304.0,1.13,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-05,Asia,18972.0,313.0,1.11,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-06,Asia,19554.0,331.0,1.08,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-07,Asia,20345.0,361.0,1.06,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-08,Asia,20920.0,373.0,1.04,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-09,Asia,21462.0,388.0,1.02,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-10,Asia,22146.0,409.0,1.01,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-11,Asia,22894.0,430.0,0.99,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-12,Asia,23550.0,450.0,0.98,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-13,Asia,24106.0,455.0,0.96,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-14,Asia,24770.0,475.0,0.95,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-15,Asia,25531.0,482.0,0.94,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-16,Asia,26314.0,495.0,0.91,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-17,Asia,26878.0,508.0,0.89,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-18,Asia,27536.0,550.0,0.86,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-19,Asia,27882.0,552.0,0.84,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-20,Asia,28428.0,573.0,0.82,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-21,Asia,28837.0,585.0,0.8,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-22,Asia,29147.0,597.0,0.78,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-23,Asia,29471.0,617.0,0.77,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-24,Asia,29705.0,638.0,0.76,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-25,Asia,30165.0,674.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-26,Asia,30441.0,682.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-27,Asia,30606.0,716.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-28,Asia,30957.0,728.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-29,Asia,31228.0,740.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-06-30,Asia,31507.0,752.0,0.76,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-01,Asia,31826.0,780.0,0.76,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-02,Asia,32012.0,809.0,0.76,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-03,Asia,32314.0,821.0,0.77,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-04,Asia,32662.0,828.0,0.77,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-05,Asia,32941.0,866.0,0.77,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-06,Asia,33180.0,900.0,0.76,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-07,Asia,33374.0,922.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-08,Asia,33584.0,939.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-09,Asia,33898.0,959.0,0.75,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-10,Asia,34184.0,973.0,0.74,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-11,Asia,34356.0,996.0,0.73,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-12,Asia,34441.0,1012.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-13,Asia,34595.0,1040.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-14,Asia,34730.0,1064.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-15,Asia,34984.0,1096.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-16,Asia,35060.0,1117.0,0.7,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-17,Asia,35219.0,1149.0,0.7,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-18,Asia,35279.0,1166.0,0.7,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-19,Asia,35453.0,1183.0,0.7,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-20,Asia,35493.0,1185.0,0.7,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-21,Asia,35605.0,1188.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-22,Asia,35717.0,1192.0,0.71,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-23,Asia,35918.0,1213.0,0.72,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-24,Asia,35978.0,1227.0,0.72,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-25,Asia,36026.0,1249.0,0.72,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-26,Asia,36147.0,1261.0,0.73,,,38928341.0,54.422,18.6,2.581,64.83
2020-07-27,Asia,36253.0,1271.0,0.73,,,38928341.0,54.422,18.6,2.581,64.83
2020-02-13,,,,,,,1340598113.0,,,,
2020-02-14,,1.0,,,,,1340598113.0,,,,
2020-02-15,,1.0,,,,,1340598113.0,,,,
2020-02-16,,1.0,,,,,1340598113.0,,,,
2020-02-17,,1.0,,,,,1340598113.0,,,,
2020-02-18,,1.0,,,,,1340598113.0,,,,
2020-02-19,,1.0,,,,,1340598113.0,,,,
2020-02-20,,1.0,,,,,1340598113.0,,,,
2020-02-21,,1.0,,,,,1340598113.0,,,,
2020-02-22,,1.0,,,,,1340598113.0,,,,
2020-02-23,,1.0,,,,,1340598113.0,,,,
2020-02-24,,1.0,,,,,1340598113.0,,,,
2020-02-25,,2.0,,,,,1340598113.0,,,,
2020-02-26,,2.0,,,,,1340598113.0,,,,
2020-02-27,,2.0,,,,,1340598113.0,,,,
2020-02-28,,3.0,,,,,1340598113.0,,,,
2020-02-29,,3.0,,,,,1340598113.0,,,,
2020-03-01,,4.0,,,,,1340598113.0,,,,
2020-03-02,,8.0,,,,,1340598113.0,,,,
2020-03-03,,11.0,,,,,1340598113.0,,,,
2020-03-04,,21.0,,,,,1340598113.0,,,,
2020-03-05,,24.0,,,,,1340598113.0,,,,
2020-03-06,,43.0,,,,,1340598113.0,,,,
2020-03-07,,43.0,,,,,1340598113.0,,,,
2020-03-08,,83.0,1.0,,,,1340598113.0,,,,
2020-03-09,,91.0,1.0,,,,1340598113.0,,,,
2020-03-10,,104.0,2.0,,,,1340598113.0,,,,
2020-03-11,,118.0,2.0,,,,1340598113.0,,,,
2020-03-12,,134.0,3.0,,,,1340598113.0,,,,
2020-03-13,,176.0,6.0,,,,1340598113.0,,,,
2020-03-14,,254.0,7.0,,,,1340598113.0,,,,
2020-03-15,,313.0,8.0,,,,1340598113.0,,,,
2020-03-16,,400.0,8.0,,,,1340598113.0,,,,
2020-03-17,,484.0,11.0,,,,1340598113.0,,,,
2020-03-18,,600.0,17.0,,,,1340598113.0,,,,
2020-03-19,,780.0,20.0,,,,1340598113.0,,,,
2020-03-20,,968.0,26.0,,,,1340598113.0,,,,
2020-03-21,,1172.0,36.0,,,,1340598113.0,,,,
2020-03-22,,1437.0,48.0,,,,1340598113.0,,,,
2020-03-23,,1818.0,57.0,,,,1340598113.0,,,,
2020-03-24,,2250.0,64.0,,,,1340598113.0,,,,
2020-03-25,,2773.0,73.0,,,,1340598113.0,,,,
2020-03-26,,3326.0,91.0,,,,1340598113.0,,,,
2020-03-27,,3885.0,115.0,,,,1340598113.0,,,,
2020-03-28,,4225.0,134.0,,,,1340598113.0,,,,
2020-03-29,,4785.0,152.0,,,,1340598113.0,,,,
2020-03-30,,5196.0,173.0,,,,1340598113.0,,,,
2020-03-31,,5781.0,200.0,,,,1340598113.0,,,,
2020-04-01,,6380.0,234.0,,,,1340598113.0,,,,
2020-04-02,,7031.0,287.0,,,,1340598113.0,,,,
2020-04-03,,7913.0,331.0,,,,1340598113.0,,,,
2020-04-04,,8592.0,383.0,,,,1340598113.0,,,,
2020-04-05,,9298.0,444.0,,,,1340598113.0,,,,
2020-04-06,,9999.0,487.0,,,,1340598113.0,,,,
2020-04-07,,10632.0,533.0,,,,1340598113.0,,,,
2020-04-08,,11436.0,574.0,,,,1340598113.0,,,,
2020-04-09,,12248.0,627.0,,,,1340598113.0,,,,
2020-04-10,,12911.0,693.0,,,,1340598113.0,,,,
2020-04-11,,13627.0,742.0,,,,1340598113.0,,,,
2020-04-12,,14491.0,788.0,,,,1340598113.0,,,,
2020-04-13,,15265.0,834.0,,,,1340598113.0,,,,
2020-04-14,,16235.0,873.0,,,,1340598113.0,,,,
2020-04-15,,17192.0,910.0,,,,1340598113.0,,,,
2020-04-16,,18360.0,965.0,,,,1340598113.0,,,,
2020-04-17,,19766.0,1016.0,,,,1340598113.0,,,,
2020-04-18,,21072.0,1058.0,,,,1340598113.0,,,,
2020-04-19,,22281.0,1121.0,,,,1340598113.0,,,,
2020-04-20,,23439.0,1159.0,,,,1340598113.0,,,,
2020-04-21,,24509.0,1189.0,,,,1340598113.0,,,,
2020-04-22,,25911.0,1240.0,,,,1340598113.0,,,,
2020-04-23,,27349.0,1297.0,,,,1340598113.0,,,,
2020-04-24,,29068.0,1324.0,,,,1340598113.0,,,,
2020-04-25,,30299.0,1375.0,,,,1340598113.0,,,,
2020-04-26,,31833.0,1423.0,,,,1340598113.0,,,,
2020-04-27,,33167.0,1462.0,,,,1340598113.0,,,,
2020-04-28,,34794.0,1523.0,,,,1340598113.0,,,,
2020-04-29,,36807.0,1588.0,,,,1340598113.0,,,,
2020-04-30,,38753.0,1634.0,,,,1340598113.0,,,,
2020-05-01,,40479.0,1692.0,,,,1340598113.0,,,,
2020-05-02,,42707.0,1759.0,,,,1340598113.0,,,,
2020-05-03,,44301.0,1796.0,,,,1340598113.0,,,,
2020-05-04,,46959.0,1842.0,,,,1340598113.0,,,,
2020-05-05,,48997.0,1908.0,,,,1340598113.0,,,,
2020-05-06,,51543.0,2006.0,,,,1340598113.0,,,,
2020-05-07,,54033.0,2073.0,,,,1340598113.0,,,,
2020-05-08,,57657.0,2154.0,,,,1340598113.0,,,,
2020-05-09,,60507.0,2221.0,,,,1340598113.0,,,,
2020-05-10,,63086.0,2290.0,,,,1340598113.0,,,,
2020-05-11,,66152.0,2344.0,,,,1340598113.0,,,,
2020-05-12,,69312.0,2395.0,,,,1340598113.0,,,,
2020-05-13,,72227.0,2493.0,,,,1340598113.0,,,,
2020-05-14,,75346.0,2562.0,,,,1340598113.0,,,,
2020-05-15,,78274.0,2624.0,,,,1340598113.0,,,,
2020-05-16,,81277.0,2708.0,,,,1340598113.0,,,,
2020-05-17,,84590.0,2759.0,,,,1340598113.0,,,,
2020-05-18,,88258.0,2832.0,,,,1340598113.0,,,,
2020-05-19,,91270.0,2907.0,,,,1340598113.0,,,,
2020-05-20,,95062.0,2990.0,,,,1340598113.0,,,,
2020-05-21,,99754.0,3095.0,,,,1340598113.0,,,,
2020-05-22,,103629.0,3184.0,,,,1340598113.0,,,,
2020-05-23,,107491.0,3257.0,,,,1340598113.0,,,,
2020-05-24,,111617.0,3354.0,,,,1340598113.0,,,,
2020-05-25,,115733.0,3479.0,,,,1340598113.0,,,,
2020-05-26,,119445.0,3591.0,,,,1340598113.0,,,,
2020-05-27,,124524.0,3699.0,,,,1340598113.0,,,,
2020-05-28,,129443.0,3791.0,,,,1340598113.0,,,,
2020-05-29,,135191.0,3922.0,,,,1340598113.0,,,,
2020-05-30,,141311.0,4069.0,,,,1340598113.0,,,,
2020-05-31,,146559.0,4222.0,,,,1340598113.0,,,,
2020-06-01,,152344.0,4343.0,,,,1340598113.0,,,,
2020-06-02,,157229.0,4494.0,,,,1340598113.0,,,,
2020-06-03,,162316.0,4601.0,,,,1340598113.0,,,,
2020-06-04,,169422.0,4756.0,,,,1340598113.0,,,,
2020-06-05,,176618.0,4915.0,,,,1340598113.0,,,,
2020-06-06,,183213.0,5055.0,,,,1340598113.0,,,,
2020-06-07,,189550.0,5188.0,,,,1340598113.0,,,,
2020-06-08,,196198.0,5363.0,,,,1340598113.0,,,,
2020-06-09,,202670.0,5538.0,,,,1340598113.0,,,,
2020-06-10,,209216.0,5688.0,,,,1340598113.0,,,,
2020-06-11,,216618.0,5851.0,,,,1340598113.0,,,,
2020-06-12,,224695.0,6050.0,,,,1340598113.0,,,,
2020-06-13,,232796.0,6253.0,,,,1340598113.0,,,,
2020-06-14,,241563.0,6459.0,,,,1340598113.0,,,,
2020-06-15,,251184.0,6762.0,,,,1340598113.0,,,,
2020-06-16,,258797.0,7015.0,,,,1340598113.0,,,,
2020-06-17,,267529.0,7218.0,,,,1340598113.0,,,,
2020-06-18,,275783.0,7419.0,,,,1340598113.0,,,,
2020-06-19,,285609.0,7682.0,,,,1340598113.0,,,,
2020-06-20,,296939.0,7918.0,,,,1340598113.0,,,,
2020-06-21,,306381.0,8115.0,,,,1340598113.0,,,,
2020-06-22,,315370.0,8338.0,,,,1340598113.0,,,,
2020-06-23,,324421.0,8620.0,,,,1340598113.0,,,,
2020-06-24,,335779.0,8855.0,,,,1340598113.0,,,,
2020-06-25,,347729.0,9069.0,,,,1340598113.0,,,,
2020-06-26,,359306.0,9282.0,,,,1340598113.0,,,,
2020-06-27,,371590.0,9484.0,,,,1340598113.0,,,,
2020-06-28,,382237.0,9663.0,,,,1340598113.0,,,,
2020-06-29,,393285.0,9879.0,,,,1340598113.0,,,,
2020-06-30,,404901.0,10146.0,,,,1340598113.0,,,,
2020-07-01,,418128.0,10405.0,,,,1340598113.0,,,,
2020-07-02,,432321.0,10643.0,,,,1340598113.0,,,,
2020-07-03,,447480.0,10882.0,,,,1340598113.0,,,,
2020-07-04,,462987.0,11083.0,,,,1340598113.0,,,,
2020-07-05,,476627.0,11363.0,,,,1340598113.0,,,,
2020-07-06,,490344.0,11612.0,,,,1340598113.0,,,,
2020-07-07,,507818.0,11977.0,,,,1340598113.0,,,,
2020-07-08,,522544.0,12232.0,,,,1340598113.0,,,,
2020-07-09,,541756.0,12458.0,,,,1340598113.0,,,,
2020-07-10,,559436.0,12768.0,,,,1340598113.0,,,,
2020-07-11,,578251.0,12988.0,,,,1340598113.0,,,,
2020-07-12,,594945.0,13245.0,,,,1340598113.0,,,,
2020-07-13,,611016.0,13463.0,,,,1340598113.0,,,,
2020-07-14,,625451.0,13762.0,,,,1340598113.0,,,,
2020-07-15,,643502.0,13988.0,,,,1340598113.0,,,,
2020-07-16,,663943.0,14358.0,,,,1340598113.0,,,,
2020-07-17,,683483.0,14673.0,,,,1340598113.0,,,,
2020-07-18,,702498.0,14955.0,,,,1340598113.0,,,,
2020-07-19,,721052.0,15169.0,,,,1340598113.0,,,,
2020-07-20,,736577.0,15423.0,,,,1340598113.0,,,,
2020-07-21,,750441.0,15737.0,,,,1340598113.0,,,,
2020-07-22,,770055.0,16445.0,,,,1340598113.0,,,,
2020-07-23,,788522.0,16714.0,,,,1340598113.0,,,,
2020-07-24,,810633.0,17104.0,,,,1340598113.0,,,,
2020-07-25,,828784.0,17521.0,,,,1340598113.0,,,,
2020-07-26,,847099.0,17766.0,,,,1340598113.0,,,,
2020-07-27,,860527.0,18175.0,,,,1340598113.0,,,,
2020-02-25,Europe,,,,8.0,,2877800.0,104.871,38.0,13.188,78.57
2020-02-26,Europe,,,,13.0,,2877800.0,104.871,38.0,13.188,78.57
2020-02-27,Europe,,,,17.0,,2877800.0,104.871,38.0,13.188,78.57
2020-02-28,Europe,,,,18.0,,2877800.0,104.871,38.0,13.188,78.57
2020-02-29,Europe,,,,26.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-01,Europe,,,,29.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-02,Europe,,,,31.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-03,Europe,,,,36.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-04,Europe,,,,42.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-05,Europe,,,,50.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-06,Europe,,,,53.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-07,Europe,,,,58.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-08,Europe,,,,59.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-09,Europe,2.0,,,77.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-10,Europe,10.0,,,114.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-11,Europe,12.0,1.0,,157.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-12,Europe,23.0,1.0,,298.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-13,Europe,33.0,1.0,,457.0,,2877800.0,104.871,38.0,13.188,78.57
2020-03-14,Europe,38.0,1.0,,505.0,0.085,2877800.0,104.871,38.0,13.188,78.57
2020-03-15,Europe,42.0,1.0,,532.0,0.088,2877800.0,104.871,38.0,13.188,78.57
2020-03-16,Europe,51.0,1.0,,563.0,0.101,2877800.0,104.871,38.0,13.188,78.57
2020-03-17,Europe,55.0,1.0,,605.0,0.092,2877800.0,104.871,38.0,13.188,78.57
2020-03-18,Europe,59.0,2.0,,665.0,0.092,2877800.0,104.871,38.0,13.188,78.57
2020-03-19,Europe,64.0,2.0,,697.0,0.103,2877800.0,104.871,38.0,13.188,78.57
2020-03-20,Europe,70.0,2.0,,732.0,0.136,2877800.0,104.871,38.0,13.188,78.57
2020-03-21,Europe,76.0,2.0,,778.0,0.139,2877800.0,104.871,38.0,13.188,78.57
2020-03-22,Europe,89.0,2.0,,811.0,0.168,2877800.0,104.871,38.0,13.188,78.57
2020-03-23,Europe,104.0,4.0,,,0.185,2877800.0,104.871,38.0,13.188,78.57
2020-03-24,Europe,123.0,5.0,1.19,,0.243,2877800.0,104.871,38.0,13.188,78.57
2020-03-25,Europe,146.0,5.0,1.17,922.0,0.336,2877800.0,104.871,38.0,13.188,78.57
2020-03-26,Europe,174.0,6.0,1.14,1025.0,0.334,2877800.0,104.871,38.0,13.188,78.57
2020-03-27,Europe,186.0,8.0,1.08,1127.0,0.296,2877800.0,104.871,38.0,13.188,78.57
2020-03-28,Europe,197.0,10.0,1.04,1206.0,0.283,2877800.0,104.871,38.0,13.188,78.57
2020-03-29,Europe,212.0,10.0,1.04,1317.0,0.244,2877800.0,104.871,38.0,13.188,78.57
